qid,granite_dense,bm25,hybrid_granite_bm25,convex_hybrid_granite_bm25
5067,0.0,0.0,0.0,0.0
5080,0.46927872602275644,0.0,0.2960819109658652,0.46927872602275644
5083,0.19092086617893467,0.0,0.11706259313796354,0.19092086617893467
5085,0.0,0.0,0.0,0.0
5086,0.0,0.0,0.0,0.0
5090,0.38356636737133565,0.3391602052736161,0.45221360703148816,0.38356636737133565
5125,0.6131471927654584,0.0,0.2640681225725909,0.6131471927654584
5134,1.0,1.0,1.0,1.0
515,0.31546487678572877,0.0,0.0,0.31546487678572877
5150,0.4703652827859579,0.4371994911049732,0.5531464700081437,0.5531464700081437
5155,0.3152014104491349,0.0,0.0,0.3152014104491349
5172,0.0,0.0,0.0,0.0
5178,0.5,0.38685280723454163,1.0,0.5
5185,0.5,0.0,0.31546487678572877,0.5
5196,1.0,0.43067655807339306,1.0,1.0
5206,0.16958010263680806,0.1208113026994942,0.21398626473452756,0.3391602052736161
5228,0.0,0.0,0.0,0.0
5231,0.0,0.0,0.0,0.0
5241,1.0,0.6309297535714575,1.0,1.0
5254,0.0,0.0,0.0,0.0
5255,0.6257049680303419,0.15642624200758548,0.46927872602275644,0.6257049680303419
5264,0.15101961822780524,0.0,0.11284514134893527,0.15101961822780524
5271,0.6240505200038379,0.0,0.4911492931622974,0.6240505200038379
529,0.0,0.18457569677956817,0.3065735963827292,0.0
5331,0.0,0.16958010263680806,0.3391602052736161,0.0
5343,0.16716045496620227,0.0,0.0,0.16716045496620227
5347,0.0,0.0,0.0,0.0
5356,1.0,0.0,0.38685280723454163,1.0
5369,0.8772153153380493,0.0,0.39564672360221187,1.0
5374,1.0,0.6309297535714575,1.0,1.0
5380,0.18340980524840012,0.0,0.07336392209936005,0.18340980524840012
5402,0.6131471927654584,0.0,0.3065735963827292,0.6131471927654584
5410,0.0,0.0,0.0,0.0
5422,1.0,0.0,0.38685280723454163,1.0
5427,0.0,0.0,0.0,0.0
5460,1.0,1.0,1.0,1.0
5464,0.0,0.0,0.0,0.0
547,0.975788054854922,0.830419897363192,0.8539316501572937,0.9896062251871525
549,1.0,0.0,0.5,1.0
5503,0.5,0.0,0.2890648263178879,0.5
5505,0.123151194370365,0.0,0.0,0.13905617951077562
5511,0.9674679834891693,0.7653606369886217,0.9010126104210695,0.9674679834891693
5534,1.0,1.0,1.0,1.0
5549,0.8772153153380493,0.6240505200038379,0.9197207891481876,0.8772153153380493
5585,0.0,0.0,0.0,0.0
559,0.43067655807339306,1.0,1.0,0.6309297535714575
5592,0.0,0.0,0.0,0.0
56,1.0,0.5,0.6309297535714575,1.0
5616,0.0,0.0,0.0,0.0
5620,0.46927872602275644,0.0,0.16716045496620227,0.46927872602275644
5646,0.32703966649239957,0.3391602052736161,0.3391602052736161,0.44615333764087994
5653,0.0,0.0,0.0,0.0
5683,1.0,0.0,0.3562071871080222,1.0
570,1.0,0.0,0.31546487678572877,1.0
5710,0.0,0.0,0.0,0.0
5741,0.32908604348504067,0.0843142342558857,0.2529427027676571,0.32908604348504067
5763,0.559008518493208,0.0,0.29007579773858083,0.5375811193822125
5782,0.48381288316677695,0.38685280723454163,0.6131471927654584,0.5640920940185894
5790,0.0,0.6131471927654584,0.38685280723454163,0.20438239758848611
5808,0.0,0.0,0.0,0.0
585,0.3391602052736161,0.14606834984270645,0.3391602052736161,0.3391602052736161
5853,0.17723928678404774,0.0,0.0,0.20438239758848611
5862,0.6131471927654584,0.6131471927654584,0.6131471927654584,0.6131471927654584
588,0.40298313359773236,0.6131471927654584,0.3065735963827292,0.4415801103577823
5888,0.0,0.0,0.0,0.0
5903,0.4742708106036133,0.24952583878244927,0.48256607501657145,0.4670676939838279
5906,0.3044671974905181,0.0,0.0,0.29769321486741446
594,0.8932547230000344,0.0,0.2622073738811406,0.8932547230000344
5940,1.0,0.6843515475204855,0.9277589908435726,1.0
5951,0.48864468918810133,0.28371255449703187,0.39375843764607193,0.4936790360674166
5970,0.8643145546088337,0.6216966993238303,0.727329844310522,0.8643145546088337
5981,0.0,0.0,0.0,0.0
5993,0.4440973278132557,0.3340514446642156,0.5173633627401372,0.4440973278132557
6002,0.3010299956639812,0.3562071871080222,0.43067655807339306,0.31546487678572877
6004,0.38685280723454163,0.0,0.2890648263178879,0.38685280723454163
6005,0.6447841584694202,0.0,0.3171937659698004,0.619668607939653
6009,0.7598336331031966,0.7757386182436072,0.787702056960637,0.7757386182436072
603,0.0,0.3333333333333333,0.3333333333333333,0.0
604,0.6920165406831017,0.5205324778030481,0.823388603752021,0.7923823825200124
6041,0.6131471927654584,0.6131471927654584,0.6131471927654584,0.6131471927654584
6080,0.4170514755859909,0.48835054676924156,0.5390031312763821,0.5004737841198205
6110,0.6131471927654584,0.0,0.6131471927654584,0.6131471927654584
